<pad> day math tutor head life <eos>
<pad> job promotion boss work happy <eos>
<pad> pool friends invited party fun <eos>
<pad> fight started speak fought man <eos>
<pad> job wanted teacher day school <eos>
<pad> wanted day win game home <eos>
<pad> game day team won goal <eos>
<pad> day decided doctor home <eos> glad
<pad> pants jeans fit tight home <eos>
<pad> day wanted decided home back <eos>
<pad> wanted decided asked class night <eos>
<pad> ball friends neighbor day hitting <eos>
<pad> night friends scared home time <eos>
<pad> house party friends throw invited <eos>
<pad> car money lot found home <eos>
<pad> wanted thought started day back <eos>
<pad> gas car stop station <eos> i
<pad> car license drive test driver <eos>
<pad> wanted day decided home back <eos>
<pad> crush girl date asked love <eos>
<pad> dan day game eventually <eos> trophy
<pad> wanted day made year home <eos>
<pad> roommate roommates day put left <eos>
<pad> doctor day thought allergic happy <eos>
<pad> washer put wash clothes home <eos>
<pad> friend day fell love married <eos>
<pad> john light day left <eos> come
<pad> day gold set hit back <eos>
<pad> sledding hill snow car home <eos>
<pad> quarters day decided back home <eos>
<pad> tom day back home life <eos>
<pad> babysit babysitting day lot happy <eos>
<pad> surf day water home <eos> catching
<pad> wanted day asked eventually back <eos>
<pad> day wanted decided home back <eos>
<pad> wanted nails finally decides glad <eos>
<pad> day wanted decided home back <eos>
<pad> movie film theater feels tom <eos>
<pad> candy sweets decided delicious glad <eos>
<pad> bowling friends day won team <eos>
<pad> friend house friends talked left <eos>
<pad> jill late work minutes time <eos>
<pad> job day decided time home <eos>
<pad> doctor painful hurt back pain <eos>
<pad> breakfast early morning decided home <eos>
<pad> night late time sleep home <eos>
<pad> class school day semester proud <eos>
<pad> dog house walk find shelter <eos>
<pad> wanted day lot found home <eos>
<pad> kenny doctor water hospital glad <eos>
<pad> restaurant food decided home eating <eos>
<pad> gina day store lot home <eos>
<pad> cleaning clean paint put home <eos>
<pad> car traffic road late boss <eos>
<pad> running ran run day home <eos>
<pad> job decided asked service left <eos>
<pad> randy day love eventually happy <eos>
<pad> date engaged asked dates resolved <eos>
<pad> casino money win won luck <eos>
<pad> family year money presents home <eos>
<pad> reading bookstore book found returned <eos>
<pad> cheese sandwiches delicious plate tasted <eos>
<pad> secret house day home proud <eos>
<pad> music rap headphones song <eos> i
<pad> prom dance night movie home <eos>
<pad> day house room put home <eos>
<pad> airplane plane vacation lot happy <eos>
<pad> chickens asks people end happy <eos>
<pad> mexico give day made home <eos>
<pad> dinner cooked steak food eat <eos>
<pad> friend big asked decided home <eos>
<pad> dance dress asked night decided <eos>
<pad> year day money lot happy <eos>
<pad> day money man work left <eos>
<pad> text texting decided checked home <eos>
<pad> speech day give sleep happy <eos>
<pad> friend day big arrested proud <eos>
<pad> wanted day decided home back <eos>
<pad> dinner ingredients store food home <eos>
<pad> john suddenly day sleep bed <eos>
<pad> army wanted day time proud <eos>
<pad> friend friends day decided left <eos>
<pad> movie wanted theater movies decided <eos>
<pad> town wanted move arrived family <eos>
<pad> job day lot told found <eos>
<pad> car fix broken broke breaking <eos>
<pad> store car needed bought home <eos>
<pad> house asked decided number home <eos>
<pad> bake birthday oven cake baked <eos>
<pad> day decided started put home <eos>
<pad> mother day mom gift home <eos>
<pad> day tape found back proud <eos>
<pad> job money work day home <eos>
<pad> day wanted decided home back <eos>
<pad> birthday cake decided candles left <eos>
<pad> day wanted decided home back <eos>
<pad> tom bird tree cage nest <eos>
<pad> store decided home melted delicious <eos>
<pad> tom needed started back home <eos>
<pad> summer camp parents excited fun <eos>
<pad> wanted day started threw arm <eos>
<pad> bob day night decided happy <eos>
<pad> day wanted decided home back <eos>
<pad> penny day luck found home <eos>
<pad> store decided buy day gift <eos>
<pad> job day decided work love <eos>
<pad> wanted day decided home back <eos>
<pad> car brakes fixed fix tom <eos>
<pad> wanted friends day decided home <eos>
<pad> house asked decided number home <eos>
<pad> restaurant food eating dinner home <eos>
<pad> wanted friends decided time home <eos>
<pad> finger day work decided proud <eos>
<pad> camping family night wait home <eos>
<pad> drunk drinking drink back <eos> alcohol
<pad> show day time performance home <eos>
<pad> car day insurance told home <eos>
<pad> game excited played play team <eos>
<pad> job day life love home <eos>
<pad> jeff road truck lost home <eos>
<pad> store fridge eat ate mixed <eos>
<pad> wanted needed microwave found broken <eos>
<pad> gina house mom hour home <eos>
<pad> gina scared scary frightened <eos> bed
<pad> cat pet day cats home <eos>
<pad> bookstore wanted found book shelves <eos>
<pad> wanted difficult learn eventually proud <eos>
<pad> game win day won team <eos>
<pad> tom short asked night home <eos>
<pad> gina wanted decided teacher happy <eos>
<pad> teddy wanted waited home i <eos>
<pad> swim pool swam swimming scared <eos>
<pad> school day friends work home <eos>
<pad> wanted decided day finally home <eos>
<pad> work boss office day fired <eos>
<pad> car wanted day decided home <eos>
<pad> shoes feet found pair home <eos>
<pad> bike rode day found home <eos>
<pad> debt day found back work <eos>
<pad> hiking ran bear trail home <eos>
<pad> car drive hurt accident driver <eos>
<pad> car money decided day home <eos>
<pad> card money cards pay back <eos>
<pad> house day friends told back <eos>
<pad> hotel needed work told home <eos>
<pad> tom sugar day decided home <eos>
<pad> hiking trail bear ran home <eos>
<pad> day wanted started made home <eos>
<pad> gina day decided back left <eos>
<pad> wanted day year proud happy <eos>
<pad> day wanted decided home back <eos>
<pad> hot sunny turned put spilled <eos>
<pad> wanted day decided back happy <eos>
<pad> day wanted decided home life <eos>
<pad> dan day game eventually team <eos>
<pad> day wanted put decided home <eos>
<pad> john fire alarm smoke home <eos>
<pad> car day medication back home <eos>
<pad> day wanted decided home back <eos>
<pad> smoked day decided cigarettes found <eos>
<pad> dinner day decided home back <eos>
<pad> swim water bottle day <eos> i
<pad> restaurant food decided day home <eos>
<pad> tom day decided food <eos> burgers
<pad> job day girl eventually happy <eos>
<pad> movie movies time decided home <eos>
<pad> puppy dog parents chip home <eos>
<pad> bake ingredients mixed batch cookies <eos>
<pad> zoo visit lots animals monkeys <eos>
<pad> day ink made decided make <eos>
<pad> day house man stop decided <eos>
<pad> work day lot computer home <eos>
<pad> tom cheat day caught fired <eos>
<pad> dress wear shopping stores found <eos>
<pad> day wanted decided home back <eos>
<pad> feeling doctor sick mom rest <eos>
<pad> mall decides shopping store glad <eos>
<pad> day floor put decided home <eos>
<pad> swings rope swing day won <eos>
<pad> car money drive day drove <eos>
<pad> day school fence told hit <eos>
<pad> wanted day decided home back <eos>
<pad> beer beers drink decided back <eos>
<pad> john day lot found glad <eos>
<pad> kite wind air sky happy <eos>
<pad> television wanted buy home tom <eos>
<pad> day money mom finally year <eos>
<pad> feeling doctor medicine sick hospital <eos>
<pad> day house mom home found <eos>
<pad> day wanted decided home back <eos>
<pad> church sunday day decided time <eos>
<pad> late rushed overslept warning work <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day build back year <eos>
<pad> day needed fix put back <eos>
<pad> day wanted started time home <eos>
<pad> game excited win play won <eos>
<pad> gina day items man home <eos>
<pad> drunk drinking decided home back <eos>
<pad> glasses day put feared glad <eos>
<pad> mall wallet car owner returned <eos>
<pad> samantha day medicine decided back <eos>
<pad> park slide rode swings home <eos>
<pad> work phone started day missed <eos>
<pad> wanted house decided home wait <eos>
<pad> swim pool lake decides glad <eos>
<pad> treasure day work phone coin <eos>
<pad> rainy rain sunny raining rained <eos>
<pad> day decided dive back time <eos>
<pad> car money found loan drove <eos>
<pad> job day started home back <eos>
<pad> day wanted decided home back <eos>
<pad> gina day work decided left <eos>
<pad> wanted day decided finally home <eos>
<pad> road deer day car home <eos>
<pad> wanted town decided finally wait <eos>
<pad> day wanted decided home back <eos>
<pad> class nervous day clown teacher <eos>
<pad> day decided found back <eos> someone
<pad> day wanted decided home back <eos>
<pad> glasses contacts day eventually happy <eos>
<pad> coach day year game won <eos>
<pad> anna day doctor back <eos> it
<pad> tom work lot decided home <eos>
<pad> work day decided massage home <eos>
<pad> fight friends fought told day <eos>
<pad> cat pet day cats home <eos>
<pad> television screen work broken tom <eos>
<pad> tom ambulance hospital back <eos> way
<pad> wanted needed started finally home <eos>
<pad> kids grapes day put home <eos>
<pad> pregnant day mom home left <eos>
<pad> car run ran day home <eos>
<pad> hunting shoot started shot home <eos>
<pad> costume wanted decided day year <eos>
<pad> bar friends walked home left <eos>
<pad> breakfast bacon poured decided morning <eos>
<pad> motorcycle ride bike day happy <eos>
<pad> pregnant born baby hospital twins <eos>
<pad> restaurant eating food delicious eat <eos>
<pad> birthday friends clown day cake <eos>
<pad> cat day find cats home <eos>
<pad> house day ran decided home <eos>
<pad> job day decided made <eos> something
<pad> car money drive found drove <eos>
<pad> barry day decided home won <eos>
<pad> paint store decided painted home <eos>
<pad> smell figure garbage room <eos> cats
<pad> bill day pay decided home <eos>
<pad> vacuum day decided asked home <eos>
<pad> read day book found <eos> bookstore
<pad> museum paintings day back <eos> glad
<pad> game play ball team won <eos>
<pad> office clean cleaned day home <eos>
<pad> gloves day man work <eos> i
<pad> wanted day friends eventually left <eos>
<pad> casino wanted won day lost <eos>
<pad> hiking bear ran yelled <eos> i
<pad> bug doctor bathroom finally night <eos>
<pad> concert town tickets show end <eos>
<pad> day dog ran doctor back <eos>
<pad> car drive lot finally trip <eos>
<pad> cat pet day cats home <eos>
<pad> wanted day started work home <eos>
<pad> day wanted decided home back <eos>
<pad> nervous studied test pass study <eos>
<pad> clock decided time work left <eos>
<pad> tom decided day thought home <eos>
<pad> cat day collar cats adopt <eos>
<pad> day wanted decided home back <eos>
<pad> walk day house clean home <eos>
<pad> car fix broken broke breaking <eos>
<pad> friend friends day back friendship <eos>
<pad> kids day decided year happy <eos>
<pad> wanted day difficult decided home <eos>
<pad> day wanted decided thought home <eos>
<pad> money decided worked made paid <eos>
<pad> wanted family decided time glad <eos>
<pad> grandmother grandma cookies put home <eos>
<pad> work late overslept time warning <eos>
<pad> window bird day birds nest <eos>
<pad> office work ran run back <eos>
<pad> wanted parents day happy proud <eos>
<pad> randy wanted day work love <eos>
<pad> gina day decided back left <eos>
<pad> school day tutor math life <eos>
<pad> gina day decided back home <eos>
<pad> wanted day decided finally home <eos>
<pad> chickens day eggs put mixed <eos>
<pad> tooth dentist teeth mouth pillow <eos>
<pad> story write read time day <eos>
<pad> wanted french decided made home <eos>
<pad> play day game goal <eos> he
<pad> car money mechanic fix home <eos>
<pad> wanted day decided finally eventually <eos>
<pad> morning water day back home <eos>
<pad> car wash dirt clean <eos> someone
